"sws.ol1","hapc.ol1","sws.ol2","hapc.ol2","sws.s","hapc.s","sws.d","hapc.d","simnumber"
0.231481481481481,0.634259259259259,0.356481481481481,0.893518518518518,0.643518518518518,0.74537037037037,0.00996830262156822,-0.017302009987993,1
0.310185185185185,0.740740740740741,0.601851851851852,0.921296296296296,0.708333333333333,0.787037037037037,0.0251733307181415,-0.00187403021149929,2
0.203703703703704,0.393518518518519,0.314814814814815,0.722222222222222,0.532407407407407,0.722222222222222,-0.0836012036661077,-0.00591749031190013,3
0.393518518518519,0.625,0.625,0.888888888888889,0.800925925925926,0.865740740740741,-0.0205757903730963,0.00129496480121908,4
0.236111111111111,0.666666666666667,0.393518518518519,0.888888888888889,0.768518518518518,0.787037037037037,-0.0499849152391286,0.00423097625280382,5
0.37962962962963,0.569444444444444,0.712962962962963,0.800925925925926,0.875,0.773148148148148,-0.0697121749989252,-0.0119860394464413,6
0.425925925925926,0.814814814814815,0.662037037037037,0.902777777777778,0.847222222222222,0.861111111111111,0.0418202991247499,-0.00623835446895311,7
0.425925925925926,0.481481481481481,0.759259259259259,0.643518518518518,0.912037037037037,0.782407407407407,0.0480726261960271,0.00234507668147136,8
0.356481481481481,0.787037037037037,0.518518518518518,0.912037037037037,0.842592592592593,0.875,0.0769264924153411,0.0182203304956147,9
0.328703703703704,0.708333333333333,0.49537037037037,0.884259259259259,0.731481481481482,0.833333333333333,0.0134786221054472,0.0181349308444191,10
0.296296296296296,0.736111111111111,0.523148148148148,0.833333333333333,0.768518518518518,0.726851851851852,-0.0558071735001223,-0.00642985275834111,11
0.305555555555556,0.513888888888889,0.555555555555556,0.777777777777778,0.768518518518518,0.671296296296296,0.013747094432009,-0.000687303396416367,12
0.310185185185185,0.712962962962963,0.666666666666667,0.884259259259259,0.824074074074074,0.777777777777778,-0.0267237343116705,0.00126683410253031,13
0.634259259259259,0.328703703703704,0.986111111111111,0.407407407407407,0.912037037037037,0.564814814814815,-0.0219202161774849,-0.0487209339899228,14
0.847222222222222,0.694444444444444,0.976851851851852,0.851851851851852,0.962962962962963,0.861111111111111,-0.0321622520025592,-0.0130340260763915,15
